number;scheduledTime;actualTime;status
Etihad Airways+EY 7352;1635691200.0;1635691620.0;Departed
Etihad Airways+EY 7380;1635690900.0;1635690900.0;Departed
Etihad Airways+EY 7392;1635690600.0;1635691140.0;Departed
Etihad Airways+EY 7393;1635691200.0;1635691500.0;Departed
Etihad Airways+EY 7413;1635691800.0;1635692280.0;Departed
Gol+G3 5508;1635690000.0;1635690900.0;Departed
Gol+G3 5528;1635689100.0;1635691200.0;Departed
Gol+G3 5660;1635690300.0;1635690060.0;Departed
Gol+G3 5687;1635691800.0;1635691740.0;Departed
Gol+G3 8568;1635691800.0;1635692280.0;Departed
Gol+G3 8659;1635691500.0;1635691680.0;Departed
Garuda Indonesia+GA 8823;1635691500.0;1635690840.0;Departed
Garuda Indonesia+GA 8831;1635691800.0;1635691740.0;Departed
Garuda Indonesia+GA 9218;1635691500.0;1635691200.0;Departed
Garuda Indonesia+GA 9222;1635690900.0;1635690960.0;Departed
Gol+G3 5538;1635691200.0;1635691620.0;Departed
Gol+G3 5540;1635690600.0;1635691140.0;Departed
Gol+G3 5548;1635691200.0;1635691500.0;Departed
Gol+G3 5549;1635691200.0;1635691260.0;Departed
Gol+G3 5552;1635690900.0;1635692220.0;Departed
Garuda Indonesia+GA 9760;1635690000.0;1635690900.0;Departed
Transavia+HV 5753;1635692100.0;1635692100.0;CanceledUncertain
Gol+G3 5598;1635690900.0;1635690960.0;Departed
KLM+KL 2004;1635691200.0;1635691380.0;Departed
Kenya Airways+KQ 1063;1635691200.0;1635691620.0;Departed
Kenya Airways+KQ 1079;1635690000.0;1635690900.0;Departed
Kenya Airways+KQ 1133;1635691800.0;1635691740.0;Departed
Kenya Airways+KQ 1243;1635690900.0;1635690960.0;Departed
Kenya Airways+KQ 1347;1635691500.0;1635691680.0;Departed
Kenya Airways+KQ 1417;1635689100.0;1635690060.0;Departed
Kenya Airways+KQ 947;1635690000.0;1635690180.0;Departed
Kenya Airways+KQ 963;1635690600.0;1635691140.0;Departed
NCA - Nippon Cargo+KZ 18;1635690000.0;1635690660.0;Departed
Xiamen+MF 9151;1635691500.0;1635690840.0;Departed
Xiamen+MF 9637;1635691200.0;1635691260.0;Departed
Xiamen+MF 9647;1635691500.0;1635691680.0;Departed
Xiamen+MF 9717;1635691800.0;1635692760.0;Departed
Xiamen+MF 9753;1635690900.0;1635690960.0;Departed
Xiamen+MF 9771;1635689700.0;1635690300.0;Departed
Kenya Airways+KQ 1549;1635690900.0;1635692220.0;Departed
Kenya Airways+KQ 1771;1635691800.0;1635692760.0;Departed
Kenya Airways+KQ 919;1635691200.0;1635691800.0;Departed
Xiamen+MF 9937;1635690000.0;1635690900.0;Departed
Xiamen+MF 9939;1635690600.0;1635691140.0;Departed
Xiamen+MF 9943;1635690900.0;1635692220.0;Departed
Xiamen+MF 9950;1635689100.0;1635691200.0;Departed
Xiamen+MF 9963;1635691800.0;1635691740.0;Departed
Xiamen+MF 9975;1635691800.0;1635692280.0;Departed
Xiamen+MF 9977;1635691500.0;1635691500.0;Departed
Xiamen+MF 9981;1635691200.0;1635690900.0;Departed
Xiamen+MF 9987;1635691500.0;1635691500.0;Departed
Malaysia+MH 5669;1635691800.0;1635691740.0;Departed
Air Mauritius+MK 7591;1635690900.0;1635690960.0;Departed
TUIfly Netherlands+OR 229;1635689700.0;1635689940.0;Departed
UIA+PS 9431;1635691500.0;1635690840.0;Departed
UIA+PS 9433;1635691800.0;1635691740.0;Departed
UIA+PS 9441;1635689100.0;1635690060.0;Departed
UIA+PS 9448;1635691500.0;1635691680.0;Departed
UIA+PS 9493;1635690000.0;1635690900.0;Departed
Aeroflot+SU 3211;1635689700.0;1635690300.0;Departed
Aeroflot+SU 3237;1635691200.0;1635691620.0;Departed
Aeroflot+SU 3255;1635691500.0;1635691680.0;Departed
Aeroflot+SU 3271;1635691200.0;1635691500.0;Departed
Aeroflot+SU 3285;1635691200.0;1635691620.0;Departed
Aeroflot+SU 3295;1635688800.0;1635689940.0;Departed
Aeroflot+SU 3319;1635689100.0;1635691200.0;Departed
Aeroflot+SU 3337;1635691200.0;1635691260.0;Departed
Aeroflot+SU 3351;1635690900.0;1635692220.0;Departed
Aeroflot+SU 3365;1635689100.0;1635690060.0;Departed
Aeroflot+SU 3373;1635691800.0;1635692640.0;Departed
Aeroflot+SU 3383;1635690000.0;1635690900.0;Departed
Aeroflot+SU 3391;1635690900.0;1635690900.0;Departed
Aeroflot+SU 3399;1635690600.0;1635691140.0;Departed
Aeroflot+SU 3407;1635690900.0;1635691080.0;Departed
Aeroflot+SU 3423;1635691500.0;1635691500.0;Departed
Aeroflot+SU 3437;1635691200.0;1635691800.0;Departed
Saudia+SV 6304;1635691800.0;1635692280.0;Departed
Air Europa+UX 3767;1635691800.0;1635692640.0;Departed
Air Europa+UX 3771;1635691800.0;1635691740.0;Departed
Virgin Atlantic+VS 5514;1635690900.0;1635690960.0;Departed
Virgin Atlantic+VS 5524;1635691800.0;1635692640.0;Departed
Virgin Atlantic+VS 5528;1635689100.0;1635690060.0;Departed
Virgin Atlantic+VS 5611;1635689700.0;1635690300.0;Departed
Virgin Atlantic+VS 5639;1635691500.0;1635691680.0;Departed
Virgin Atlantic+VS 5654;1635691800.0;1635691740.0;Departed
Virgin Atlantic+VS 5679;1635691800.0;1635692760.0;Departed
Virgin Atlantic+VS 5704;1635691500.0;1635691500.0;Departed
Virgin Atlantic+VS 5709;1635691800.0;1635692280.0;Departed
Virgin Atlantic+VS 5752;1635691500.0;1635691500.0;Departed
Virgin Atlantic+VS 5769;1635691200.0;1635690900.0;Departed
Virgin Atlantic+VS 5783;1635691500.0;1635690840.0;Departed
Virgin Atlantic+VS 6538;1635691200.0;1635691380.0;Departed
Virgin Atlantic+VS 6832;1635691800.0;1635695280.0;Departed
Virgin Atlantic+VS 6946;1635690900.0;1635690900.0;Departed
Virgin Atlantic+VS 6955;1635690000.0;1635690180.0;Departed
Virgin Atlantic+VS 6963;1635691200.0;1635691620.0;Departed
Virgin Atlantic+VS 6974;1635689100.0;1635691200.0;Departed
Virgin Atlantic+VS 6976;1635691200.0;1635691260.0;Departed
Virgin Atlantic+VS 6982;1635690900.0;1635692220.0;Departed
Virgin Atlantic+VS 7012;1635690900.0;1635691080.0;Departed
Virgin Atlantic+VS 7042;1635691200.0;1635691500.0;Departed
Virgin Atlantic+VS 7051;1635690600.0;1635691140.0;Departed
WestJet+WS 5205;1635691500.0;1635690840.0;Departed
WestJet+WS 5217;1635691800.0;1635692760.0;Departed
WestJet+WS 5221;1635689100.0;1635691200.0;Departed
WestJet+WS 5225;1635691500.0;1635691500.0;Departed
WestJet+WS 5241;1635689100.0;1635690060.0;Departed
WestJet+WS 5249;1635690000.0;1635690900.0;Departed
Oman Air+WY 5444;1635690900.0;1635690960.0;Departed
Dutch Aviation Police Service+ZXP 26;1635690600.0;1635690600.0;Departed
Air France+AF 3172;1635692700.0;1635693300.0;Departed
Air France+AF 6688;1635692700.0;1635693720.0;Departed
Air France+AF 6699;1635693000.0;1635694260.0;Departed
Aeromexico+AM 6452;1635695400.0;1635695400.0;Departed
Aeromexico+AM 6513;1635692700.0;1635692460.0;Departed
Aeromexico+AM 6628;1635692700.0;1635692640.0;Departed
Delta Air Lines+DL 8183;1635693900.0;1635694080.0;Departed
Delta Air Lines+DL 8197;1635692700.0;1635692640.0;Departed
Delta Air Lines+DL 8208;1635692700.0;1635693300.0;Departed
Delta Air Lines+DL 9321;1635693000.0;1635693420.0;Departed
Delta Air Lines+DL 9358;1635693000.0;1635694260.0;Departed
Delta Air Lines+DL 9391;1635692700.0;1635693720.0;Departed
Delta Air Lines+DL 9431;1635695400.0;1635695400.0;Departed
EasyJet Europe+EC 5106;1635692700.0;1635693660.0;Departed
EasyJet Europe+EC 7939;1635692700.0;1635692940.0;Departed
Etihad Airways+EY 7334;1635692700.0;1635692460.0;Departed
Gol+G3 5620;1635692700.0;1635692640.0;Departed
Gol+G3 5655;1635692700.0;1635692460.0;Departed
Garuda Indonesia+GA 9288;1635695400.0;1635695400.0;Departed
Garuda Indonesia+GA 9376;1635693000.0;1635693420.0;Departed
Garuda Indonesia+GA 9762;1635692700.0;1635692460.0;Departed
KLM+KL 2613;1635692700.0;1635694740.0;Departed
KLM+KL 2567;1635692400.0;1635695640.0;Departed
Kenya Airways+KQ 1117;1635692700.0;1635692460.0;Departed
Kenya Airways+KQ 993;1635693600.0;1635693720.0;Departed
Xiamen+MF 812;1635695700.0;1635695700.0;CanceledUncertain
Xiamen+MF 9172;1635693900.0;1635694080.0;Departed
Xiamen+MF 9794;1635692700.0;1635692640.0;Departed
Xiamen+MF 9967;1635692700.0;1635692460.0;Departed
Xiamen+MF 9971;1635693000.0;1635693420.0;Departed
Xiamen+MF 9979;1635695400.0;1635695400.0;Departed
Malaysia+MH 5667;1635692700.0;1635692460.0;Departed
Malaysia+MH 5693;1635692700.0;1635692640.0;Departed
NSZ+NSZ 5YD;1635692580.0;1635692580.0;Departed
UIA+PS 9475;1635695400.0;1635695400.0;Departed
Virgin Atlantic+VS 5623;1635692700.0;1635692460.0;Departed
Virgin Atlantic+VS 5663;1635693000.0;1635693420.0;Departed
Virgin Atlantic+VS 5740;1635695400.0;1635695400.0;Departed
Virgin Atlantic+VS 6834;1635692700.0;1635693300.0;Departed
Virgin Atlantic+VS 6838;1635693000.0;1635694260.0;Departed
Virgin Atlantic+VS 6844;1635692700.0;1635693720.0;Departed
Virgin Atlantic+VS 6991;1635693600.0;1635693720.0;Departed
WestJet+WS 5229;1635693600.0;1635693720.0;Departed
WestJet+WS 5259;1635695400.0;1635695400.0;Departed
Oman Air+WY 5799;1635695400.0;1635695400.0;Departed
Oman Air+WY 5963;1635692700.0;1635692640.0;Departed
EasyJet Europe+EC 7951;1635696000.0;1635695820.0;Departed
Gol+G3 5603;1635696600.0;1635696360.0;Departed
KLM+KL 2530;1635696300.0;1635696300.0;Boarding
KLM+KL 2587;1635696300.0;1635696300.0;Boarding
Kenya Airways+KQ 1245;1635696600.0;1635696360.0;Departed
Xiamen+MF 9785;1635696600.0;1635696360.0;Departed
Air Mauritius+MK 7595;1635696600.0;1635696360.0;Departed
Virgin Atlantic+VS 5515;1635696600.0;1635696360.0;Departed
Oman Air+WY 5452;1635696600.0;1635696360.0;Departed
Kenya Airways+KQ 1731;1635691500.0;1635691200.0;Departed
Xiamen+MF 9983;1635691500.0;1635691200.0;Departed
Malaysia+MH 5685;1635691500.0;1635691200.0;Departed
KLM+KL 1731;1635691500.0;1635691200.0;Departed
Delta Air Lines+DL 9234;1635691500.0;1635691200.0;Departed
Virgin Atlantic+VS 5695;1635691500.0;1635691200.0;Departed
WestJet+WS 5207;1635691500.0;1635691200.0;Departed
KLM+KL 1831;1635691500.0;1635690840.0;Departed
Transavia+HV 6885;1635696300.0;1635696300.0;Boarding
KLM+KL 1771;1635691800.0;1635692760.0;Departed
LATAM Cargo Chile+UC 1507;1635682800.0;1635690060.0;Departed
KLM+KL 1783;1635691800.0;1635692280.0;Departed
KLM+KL 1799;1635695400.0;1635695400.0;Departed
KLM+KL 1861;1635693000.0;1635693420.0;Departed
KLM+KL 1875;1635691200.0;1635690900.0;Departed
KLM+KL 1911;1635691500.0;1635691500.0;Departed
Etihad Airways+EY 7367;1635691200.0;1635691620.0;Departed
KLM+KL 1887;1635691500.0;1635691500.0;Departed
Delta Air Lines+DL 9628;1635691200.0;1635691620.0;Departed
Gol+G3 5536;1635691200.0;1635691620.0;Departed
KLM+KL 1431;1635691200.0;1635691620.0;Departed
Kenya Airways+KQ 1431;1635691200.0;1635691620.0;Departed
KLM+KL 947;1635690000.0;1635690180.0;Departed
Xiamen+MF 9927;1635691200.0;1635691620.0;Departed
Virgin Atlantic+VS 6959;1635691200.0;1635691620.0;Departed
easyJet+U2 1836;1635692400.0;1635694740.0;Departed
KLM+KL 1079;1635690000.0;1635690900.0;Departed
Virgin Atlantic+VS 7006;1635690000.0;1635690900.0;Departed
KLM+KL 919;1635691200.0;1635691800.0;Departed
KLM+KL 1063;1635691200.0;1635691620.0;Departed
KLM+KL 1053;1635691200.0;1635691500.0;Departed
British Airways+BA 8456;1635696900.0;1635696900.0;Boarding
easyJet+U2 2158;1635691800.0;1635694500.0;Departed
KLM+KL 993;1635693600.0;1635693720.0;Departed
British Airways+BA 2761;1635691800.0;1635693540.0;Departed
British Airways+BA 447;1635694800.0;1635694920.0;Departed
KLM+KL 1549;1635690900.0;1635692220.0;Departed
KLM+KL 1477;1635689100.0;1635691200.0;Departed
KLM+KL 963;1635690600.0;1635691140.0;Departed
KLM+KL 1285;1635688200.0;1635689940.0;Departed
Virgin Atlantic+VS 6968;1635688200.0;1635689940.0;Departed
KLM+KL 1489;1635691200.0;1635691260.0;Departed
easyJet+U2 6854;1635696900.0;1635696900.0;GateClosed
KLM+KL 1537;1635690900.0;1635690900.0;Departed
EasyJet Europe+EC 3013;1635690900.0;1635690720.0;Departed
Delta Air Lines+DL 9428;1635688800.0;1635689940.0;Departed
KLM+KL 1523;1635690900.0;1635691080.0;Departed
Xiamen+MF 9997;1635688800.0;1635689940.0;Departed
Virgin Atlantic+VS 5518;1635688800.0;1635689940.0;Departed
Kenya Airways+KQ 937;1635688800.0;1635689940.0;Departed
Gol+G3 5565;1635688800.0;1635689940.0;Departed
KLM+KL 937;1635688800.0;1635689940.0;Departed
Aer Lingus+EI 609;1635691800.0;1635691800.0;Departed
KLM+KL 1347;1635691500.0;1635691680.0;Departed
KLM+KL 1335;1635689700.0;1635690300.0;Departed
Norwegian Air Shuttle+DY 1259;1635696600.0;1635696720.0;Departed
KLM+KL 1133;1635691800.0;1635691740.0;Departed
KLM+KL 1745;1635691800.0;1635692640.0;Departed
KLM+KL 1117;1635692700.0;1635692460.0;Departed
KLM+KL 617;1635692700.0;1635693300.0;Departed
KLM+KL 643;1635693000.0;1635694260.0;Departed
Norwegian Air International+D8 4258;1635691200.0;1635691860.0;Departed
KLM+KL 621;1635691800.0;1635695280.0;Departed
KLM+KL 655;1635692700.0;1635693720.0;Departed
KLM+KL 2647;1635696600.0;1635696600.0;GateClosed
Transavia+HV 6149;1635696600.0;1635696600.0;GateClosed
Delta Air Lines+DL 9604;1635692100.0;1635692580.0;Departed
Aeromexico+AM 6202;1635692100.0;1635692580.0;Departed
KLM+KL 1183;1635690300.0;1635690060.0;Departed
Etihad Airways+EY 7355;1635692100.0;1635692580.0;Departed
Gol+G3 5651;1635692100.0;1635692580.0;Departed
KLM+KL 2545;1635694800.0;1635696540.0;Departed
Garuda Indonesia+GA 9250;1635692100.0;1635692580.0;Departed
Transavia+HV 5133;1635694800.0;1635696540.0;Departed
KLM+KL 1675;1635692100.0;1635692580.0;Departed
Xiamen+MF 9956;1635692100.0;1635692580.0;Departed
KLM+KL 2651;1635690600.0;1635693720.0;Departed
UIA+PS 9484;1635692100.0;1635692580.0;Departed
Virgin Atlantic+VS 5631;1635692100.0;1635692580.0;Departed
Transavia+HV 6117;1635690600.0;1635693720.0;Departed
Ryanair+FR 2335;1635694500.0;1635694440.0;Departed
Transavia+HV 6733;1635695400.0;1635695820.0;Departed
KLM+KL 2575;1635695400.0;1635695820.0;Departed
Air France+AF 1825;1635691200.0;1635691380.0;Departed
KLM+KL 1243;1635690900.0;1635690960.0;Departed
KLM+KL 1245;1635696600.0;1635696360.0;Departed
KLM+KL 1417;1635689100.0;1635690060.0;Departed
Easyjet Switzerland+DS 1044;1635693000.0;1635696120.0;Departed
Aegean+A3 627;1635693000.0;1635693480.0;Departed
Transavia+HV 5919;1635690300.0;1635690420.0;Departed
Transavia+HV 5215;1635692400.0;1635695640.0;Departed
Vueling+VY 6293;1635692700.0;1635693120.0;Departed
KLM+KL 1621;1635693900.0;1635694080.0;Departed
Austrian+OS 374;1635694800.0;1635695340.0;Departed
EasyJet Europe+EC 7945;1635696300.0;1635696480.0;Departed
Transavia+HV 5351;1635692700.0;1635694740.0;Departed
Transavia+HV 5951;1635693000.0;1635695880.0;Departed
KLM+KL 2609;1635693000.0;1635695880.0;Departed
Transavia+HV 6003;1635696300.0;1635696300.0;Boarding
Aeromexico+AM 6646;1635693000.0;1635694440.0;Departed
Delta Air Lines+DL 9562;1635693000.0;1635694440.0;Departed
TAP Air Portugal+TP 671;1635695100.0;1635695820.0;Departed
Gol+G3 5600;1635693000.0;1635694440.0;Departed
KLM+KL 1933;1635693000.0;1635694440.0;Departed
Xiamen+MF 9959;1635693000.0;1635694440.0;Departed
Malaysia+MH 5689;1635693000.0;1635694440.0;Departed
KLM+KL 1963;1635692700.0;1635692640.0;Departed
KLM+KL 3178;1635692700.0;1635692940.0;Departed
Aeroflot+SU 2695;1635692700.0;1635692940.0;Departed
Turkish+TK 7823;1635690300.0;1635692400.0;Departed
Singapore+SQ 8155;1635692400.0;1635690540.0;Departed
Easyjet Switzerland+DS 1356;1634131200.0;1634131440.0;Departed
Vueling+VY 6293;1634131500.0;1634131620.0;Departed
Kuwait Airways+KU 128;1634131800.0;1634131920.0;Departed
easyJet+U2 6772;1634132100.0;1634132100.0;Canceled
Lufthansa+LH 2307;1634132100.0;1634132280.0;Departed
easyJet+U2 1834;1634132400.0;1634132400.0;Canceled
Turkish+TK 1960;1634132400.0;1634132400.0;Departed
Unknown/Private owner+SERMB;1634132460.0;1634132460.0;Departed
SAS+SK 1550;1634132400.0;1634132580.0;Departed
China Cargo+CK 206;1634135400.0;1634132940.0;Departed
Abelag Aviation+AAB 978;1634133000.0;1634133000.0;Departed
Unknown/Private owner+DCAWB;1634133060.0;1634133060.0;Departed
KLM+KL 643;1634133300.0;1634133240.0;Departed
Air France+AF 6699;1634133300.0;1634133240.0;Departed
Emirates+EK 9987;1634133600.0;1634133480.0;Departed
KLM+KL 2671;1634130600.0;1634131080.0;Departed
Transavia+HV 5359;1634130600.0;1634131080.0;Departed
Transavia+HV 6887;1634133000.0;1634134320.0;Departed
KLM+KL 2744;1634133000.0;1634134320.0;Departed
Emirates+EK 9903;1634137200.0;1634132340.0;Departed
Aeroflot+SU 2695;1634134500.0;1634134500.0;Departed
Air Baltic+BT 620;1634135700.0;1634135580.0;Departed
Norwegian Air Shuttle+DY 3541;1634135700.0;1634135640.0;Departed
Xiamen+MF 812;1634133300.0;1634135880.0;Departed
KLM+KL 4910;1634133300.0;1634135880.0;Departed
Air China LTD+CA 1040;1634133000.0;1634136000.0;Departed
Air China Cargo+CAO 1040;1634133000.0;1634136000.0;Departed
KLM+KL 1799;1634136000.0;1634136180.0;Departed
Aeromexico+AM 6452;1634136000.0;1634136180.0;Departed
Garuda Indonesia+GA 9288;1634136000.0;1634136180.0;Departed
Xiamen+MF 9979;1634136000.0;1634136180.0;Departed
UIA+PS 9475;1634136000.0;1634136180.0;Departed
Virgin Atlantic+VS 5740;1634136000.0;1634136180.0;Departed
Oman Air+WY 5799;1634136000.0;1634136180.0;Departed
Executive Jet Management+EJM 18;1634136300.0;1634136300.0;Departed
Air France+AF 1141;1634136000.0;1634136300.0;Departed
Aeromexico+AM 6026;1634136000.0;1634136300.0;Departed
Gol+G3 5150;1634136000.0;1634136300.0;Departed
Garuda Indonesia+GA 9554;1634136000.0;1634136300.0;Departed
KLM+KL 2017;1634136000.0;1634136300.0;Departed
Kenya Airways+KQ 3095;1634136000.0;1634136300.0;Departed
Air Mauritius+MK 9391;1634136000.0;1634136300.0;Departed
Virgin Atlantic+VS 6150;1634136000.0;1634136300.0;Departed
Finnair+AY 1306;1634136600.0;1634136480.0;Departed
EasyJet Europe+EC 1045;1634137200.0;1634136480.0;Departed
Turkish+TK 1954;1634135400.0;1634136720.0;Departed
Transavia+HV 6145;1634136300.0;1634136780.0;Departed
KLM+KL 2643;1634136300.0;1634136780.0;Departed
EasyJet Europe+EC 7919;1634136900.0;1634136900.0;Canceled
Corendon Dutch+CD 311;1634130900.0;1634136900.0;Departed
EasyJet Europe+EC 2728;1634136300.0;1634137020.0;Departed
EasyJet Europe+EC 7959;1634136600.0;1634137200.0;Departed
Air Europa+UX 1094;1634137200.0;1634137260.0;Departed
Aeromexico+AM 6805;1634137200.0;1634137260.0;Departed
Etihad Airways+EY 4350;1634137200.0;1634137260.0;Departed
EasyJet Europe+EC 8880;1634137500.0;1634137500.0;Canceled
Exxaero+XRO 668;1634137560.0;1634137560.0;Departed
KLM+KL 553;1634137800.0;1634137680.0;Departed
Air France+AF 3191;1634137800.0;1634137680.0;Departed
Delta Air Lines+DL 9249;1634137800.0;1634137680.0;Departed
Aeroflot+SU 3415;1634202300.0;1634203020.0;Departed
KLM+KL 1781;1634202600.0;1634203140.0;Departed
Delta Air Lines+DL 9284;1634202600.0;1634203140.0;Departed
Etihad Airways+EY 7329;1634202600.0;1634203140.0;Departed
Gol+G3 8551;1634202600.0;1634203140.0;Departed
Xiamen+MF 9719;1634202600.0;1634203140.0;Departed
China Eastern+MU 1607;1634202600.0;1634203140.0;Departed
UIA+PS 102;1634202000.0;1634203200.0;Departed
Air France+AF 3216;1634203200.0;1634203260.0;Departed
Delta Air Lines+DL 9249;1634203200.0;1634203260.0;Departed
Kenya Airways+KQ 911;1634203200.0;1634203260.0;Departed
Delta Air Lines+DL 9443;1634202300.0;1634203020.0;Departed
KLM+KL 1395;1634202300.0;1634203020.0;Departed
Air France+AF 8225;1634201700.0;1634203320.0;Departed
CM+CM 8057;1634201700.0;1634203320.0;Departed
Air France+AF 5190;1634202000.0;1634203320.0;Departed
Delta Air Lines+DL 9585;1634202000.0;1634203320.0;Departed
Virgin Atlantic+VS 5708;1634202600.0;1634203140.0;Departed
Air Europa+UX 3785;1634202600.0;1634203140.0;Departed
KLM+KL 757;1634201700.0;1634203320.0;Departed
EasyJet Europe+EC 7921;1634198700.0;1634203680.0;Departed
KLM+KL 1375;1634204100.0;1634203980.0;Departed
Delta Air Lines+DL 8192;1634204100.0;1634203980.0;Departed
Kenya Airways+KQ 1375;1634204100.0;1634203980.0;Departed
KLM+KL 1497;1634204100.0;1634204160.0;Departed
Air France+AF 3233;1634204100.0;1634204160.0;Departed
Delta Air Lines+DL 9381;1634204100.0;1634204160.0;Departed
Virgin Atlantic+VS 5716;1634204100.0;1634204160.0;Departed
KLM+KL 1679;1634204100.0;1634204460.0;Departed
Delta Air Lines+DL 8186;1634204100.0;1634204460.0;Departed
EasyJet Europe+EC 7947;1634203800.0;1634204460.0;Departed
Transavia+HV 6691;1634204400.0;1634204820.0;Departed
easyJet+U2 1838;1634205000.0;1634205000.0;Canceled
Malaysia+MH 7979;1634205600.0;1634205000.0;Departed
KLM+KL 1509;1634204700.0;1634205300.0;Departed
Air France+AF 6712;1634204700.0;1634205300.0;Departed
Virgin Atlantic+VS 5618;1634204700.0;1634205300.0;Departed
Emirates+EK 9330;1634205600.0;1634205360.0;Departed
Transavia+HV 5079;1634205300.0;1634205660.0;Departed
Icelandair+FI 501;1634206200.0;1634206020.0;Departed
RHH+RHH 25;1634206080.0;1634206080.0;Departed
KLM+KL 1567;1634205300.0;1634206140.0;Departed
Air France+AF 3218;1634205300.0;1634206140.0;Departed
Delta Air Lines+DL 8215;1634205300.0;1634206140.0;Departed
Unknown/Private owner+PHSFF;1634206260.0;1634206260.0;Departed
KLM+KL 911;1634203200.0;1634203260.0;Departed
Air France+AF 3163;1634205600.0;1634206320.0;Departed
Delta Air Lines+DL 9216;1634205600.0;1634206320.0;Departed
KLM+KL 1713;1634205900.0;1634206440.0;Departed
Delta Air Lines+DL 9233;1634205900.0;1634206440.0;Departed
Virgin Atlantic+VS 5859;1634205900.0;1634206440.0;Departed
KLM+KL 1703;1634205000.0;1634206440.0;Departed
Aerolineas Argentinas+AR 7817;1634205000.0;1634206440.0;Departed
Delta Air Lines+DL 9607;1634205000.0;1634206440.0;Departed
Gol+G3 5664;1634205000.0;1634206440.0;Departed
Garuda Indonesia+GA 9015;1634205000.0;1634206440.0;Departed
Kenya Airways+KQ 1703;1634205000.0;1634206440.0;Departed
Xiamen+MF 9709;1634205000.0;1634206440.0;Departed
UIA+PS 9403;1634205000.0;1634206440.0;Departed
Air Europa+UX 3764;1634205000.0;1634206440.0;Departed
Virgin Atlantic+VS 5733;1634205000.0;1634206440.0;Departed
KLM+KL 1941;1634206500.0;1634206440.0;Departed
Air France+AF 3184;1634206500.0;1634206440.0;Departed
Delta Air Lines+DL 9355;1634206500.0;1634206440.0;Departed
Croatia+OU 5901;1634206500.0;1634206440.0;Departed
Transavia+HV 5623;1634206500.0;1634206620.0;Departed
KLM+KL 2675;1634206500.0;1634206620.0;Departed
KLM+KL 1325;1634206800.0;1634206800.0;Departed
Air France+AF 8216;1634206800.0;1634206800.0;Departed
Alitalia+AZ 3768;1634206800.0;1634206800.0;Departed
Delta Air Lines+DL 9677;1634206800.0;1634206800.0;Departed
Gol+G3 5648;1634206800.0;1634206800.0;Departed
Aeroflot+SU 3227;1634206800.0;1634206800.0;Departed
Virgin Atlantic+VS 5613;1634206800.0;1634206800.0;Departed
KLM+KL 1257;1634206800.0;1634206980.0;Departed
Air France+AF 3176;1634206800.0;1634206980.0;Departed
Delta Air Lines+DL 9308;1634206800.0;1634206980.0;Departed
Etihad Airways+EY 7389;1634206800.0;1634206980.0;Departed
Gol+G3 5669;1634206800.0;1634206980.0;Departed
Garuda Indonesia+GA 9360;1634206800.0;1634206980.0;Departed
Xiamen+MF 9835;1634206800.0;1634206980.0;Departed
UIA+PS 9467;1634206800.0;1634206980.0;Departed
Virgin Atlantic+VS 5539;1634206800.0;1634206980.0;Departed
TAP Air Portugal+TP 673;1634205300.0;1634207040.0;Departed
Royal Air Maroc+AT 683;1634202600.0;1634203440.0;Departed
KLM+KL 1169;1634205900.0;1634207220.0;Departed
Alitalia+AZ 3810;1634205900.0;1634207220.0;Departed
Delta Air Lines+DL 9310;1634205900.0;1634207220.0;Departed
Etihad Airways+EY 7401;1634205900.0;1634207220.0;Departed
Garuda Indonesia+GA 9774;1634205900.0;1634207220.0;Departed
Kenya Airways+KQ 1169;1634205900.0;1634207220.0;Departed
Xiamen+MF 9915;1634205900.0;1634207220.0;Departed
Malaysia+MH 5701;1634205900.0;1634207220.0;Departed
Air Europa+UX 3793;1634205900.0;1634207220.0;Departed
Virgin Atlantic+VS 5714;1634205900.0;1634207220.0;Departed
KLM+KL 1655;1634207100.0;1634207280.0;Departed
Delta Air Lines+DL 9583;1634207100.0;1634207280.0;Departed
Gol+G3 5574;1634207100.0;1634207280.0;Departed
Garuda Indonesia+GA 9488;1634207100.0;1634207280.0;Departed
Xiamen+MF 9701;1634207100.0;1634207280.0;Departed
Delta Air Lines+DL 137;1634207400.0;1634207400.0;CanceledUncertain
KLM+KL 1175;1634206800.0;1634207460.0;Departed
Delta Air Lines+DL 9655;1634206800.0;1634207460.0;Departed
Aeroflot+SU 3447;1634206800.0;1634207460.0;Departed
Air France+AF 1741;1634207400.0;1634207460.0;Departed
Delta Air Lines+DL 8527;1634207400.0;1634207460.0;Departed
Garuda Indonesia+GA 9542;1634207400.0;1634207460.0;Departed
KLM+KL 2013;1634207400.0;1634207460.0;Departed
Air Mauritius+MK 9501;1634207400.0;1634207460.0;Departed
China Eastern+MU 1772;1634207400.0;1634207460.0;Departed
Air Austral+UU 8741;1634207400.0;1634207460.0;Departed
Virgin Atlantic+VS 6155;1634207400.0;1634207460.0;Departed
EasyJet Europe+EC 2726;1634205300.0;1634207520.0;Departed
KLM+KL 565;1634202000.0;1634203320.0;Departed
Air France+AF 5133;1634207700.0;1634207520.0;Departed
KLM+KL 427;1634206800.0;1634207640.0;Departed
Air France+AF 8423;1634206800.0;1634207640.0;Departed
Delta Air Lines+DL 9320;1634206800.0;1634207640.0;Departed
KLM+KL 497;1634205600.0;1634206320.0;Departed
Air France+AF 8257;1634207400.0;1634207640.0;Departed
