number,scheduledTime,actualTime,status
TK 6310,2021-10-09 09:50+02:00,2021-10-09 13:32+02:00,Departed
OR 369,2021-10-09 11:55+02:00,2021-10-09 13:30+02:00,Boarding
OR 369,2021-10-09 11:55+02:00,2021-10-09 15:29+02:00,Departed
GA 89,2021-10-09 12:05+02:00,2021-10-09 14:00+02:00,Departed
CI 9269,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
CZ 7359,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
DL 6612,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
EY 2808,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
FB 1702,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
KM 2601,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
KQ 3449,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
MF 9571,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
JU 7247,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
AZ 107,2021-10-09 12:15+02:00,2021-10-09 13:52+02:00,Departed
U2 2158,2021-10-09 12:30+02:00,2021-10-09 13:34+02:00,Departed
CAO 1024,2021-10-09 12:30+02:00,2021-10-09 16:44+02:00,Departed
CA 1024,2021-10-09 12:30+02:00,2021-10-09 16:44+02:00,Departed
AF 8243,2021-10-09 12:35+02:00,2021-10-09 13:18+02:00,Departed
KL 743,2021-10-09 12:35+02:00,2021-10-09 13:18+02:00,Departed
XC 5606,2021-10-09 12:40+02:00,2021-10-09 13:19+02:00,Departed
HV 6915,2021-10-09 12:55+02:00,2021-10-09 13:22+02:00,Departed
AF 5190,2021-10-09 13:00+02:00,2021-10-09 13:26+02:00,Departed
DL 9585,2021-10-09 13:00+02:00,2021-10-09 13:26+02:00,Departed
KL 565,2021-10-09 13:00+02:00,2021-10-09 13:26+02:00,Departed
DL 7496,2021-10-09 13:00+02:00,2021-10-09 13:19+02:00,Departed
HV 6331,2021-10-09 13:00+02:00,2021-10-09 13:19+02:00,Departed
KL 2659,2021-10-09 13:00+02:00,2021-10-09 13:19+02:00,Departed
PS 102,2021-10-09 13:00+02:00,2021-10-09 13:21+02:00,Departed
AF 6696,2021-10-09 13:05+02:00,2021-10-09 13:17+02:00,Departed
DL 9384,2021-10-09 13:05+02:00,2021-10-09 13:17+02:00,Departed
VS 6835,2021-10-09 13:05+02:00,2021-10-09 13:17+02:00,Departed
KL 651,2021-10-09 13:05+02:00,2021-10-09 13:17+02:00,Departed
TK 7747,2021-10-09 13:05+02:00,2021-10-09 13:14+02:00,Departed
DL 7506,2021-10-09 13:10+02:00,2021-10-09 13:30+02:00,Departed
DL 9554,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
GA 9216,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
G3 8549,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
KL 2657,2021-10-09 13:10+02:00,2021-10-09 13:30+02:00,Departed
MF 9389,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
MU 1583,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
VS 5662,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
KL 1857,2021-10-09 13:10+02:00,2021-10-09 13:22+02:00,Departed
HV 5423,2021-10-09 13:10+02:00,2021-10-09 13:30+02:00,Departed
AF 6698,2021-10-09 13:20+02:00,2021-10-09 13:24+02:00,Departed
DL 9284,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
DL 9348,2021-10-09 13:20+02:00,2021-10-09 13:24+02:00,Departed
EC 8872,2021-10-09 13:20+02:00,2021-10-09 13:20+02:00,Canceled
EY 7329,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
G3 8551,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
MF 9719,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
MU 1607,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
UX 3785,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
VS 5708,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
VS 6837,2021-10-09 13:20+02:00,2021-10-09 13:24+02:00,Departed
KL 1781,2021-10-09 13:20+02:00,2021-10-09 14:08+02:00,Departed
OR 669,2021-10-09 13:20+02:00,2021-10-09 14:03+02:00,Departed
KL 641,2021-10-09 13:20+02:00,2021-10-09 13:24+02:00,Departed
HV 5623,2021-10-09 13:20+02:00,2021-10-09 13:42+02:00,Departed
KL 2675,2021-10-09 13:20+02:00,2021-10-09 13:42+02:00,Departed
EC 4564,2021-10-09 13:25+02:00,2021-10-09 13:48+02:00,Departed
EC 7973,2021-10-09 13:30+02:00,2021-10-09 14:12+02:00,Departed
DL 8192,2021-10-09 13:35+02:00,2021-10-09 13:42+02:00,Departed
DL 9250,2021-10-09 13:35+02:00,2021-10-09 13:45+02:00,Departed
EK 9987,2021-10-09 13:35+02:00,2021-10-09 13:47+02:00,Departed
KQ 1375,2021-10-09 13:35+02:00,2021-10-09 13:42+02:00,Departed
KL 1679,2021-10-09 13:35+02:00,2021-10-09 13:45+02:00,Departed
KL 1375,2021-10-09 13:35+02:00,2021-10-09 13:42+02:00,Departed
GER 842F,2021-10-09 13:36+02:00,2021-10-09 13:36+02:00,Departed
PH 4H1,2021-10-09 13:36+02:00,2021-10-09 13:36+02:00,Departed
OR 299,2021-10-09 13:40+02:00,2021-10-09 14:17+02:00,Departed
AF 3233,2021-10-09 13:45+02:00,2021-10-09 13:52+02:00,Departed
AF 6712,2021-10-09 13:45+02:00,2021-10-09 13:59+02:00,Departed
DL 9381,2021-10-09 13:45+02:00,2021-10-09 13:52+02:00,Departed
VS 5618,2021-10-09 13:45+02:00,2021-10-09 13:59+02:00,Departed
VS 5716,2021-10-09 13:45+02:00,2021-10-09 13:52+02:00,Departed
KL 1509,2021-10-09 13:45+02:00,2021-10-09 13:59+02:00,Departed
KL 1497,2021-10-09 13:45+02:00,2021-10-09 13:52+02:00,Departed
UX 3764,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
VS 5733,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
OR 671,2021-10-09 13:50+02:00,2021-10-09 14:28+02:00,Departed
AR 7817,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
DL 9607,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
G3 5664,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
GA 9015,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
KL 1703,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
KQ 1703,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
MF 9709,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
PS 9403,2021-10-09 13:50+02:00,2021-10-09 14:01+02:00,Departed
DL 9241,2021-10-09 13:55+02:00,2021-10-09 14:11+02:00,Departed
KL 1569,2021-10-09 13:55+02:00,2021-10-09 14:11+02:00,Departed
TP 673,2021-10-09 13:55+02:00,2021-10-09 14:33+02:00,Departed
AF 3163,2021-10-09 14:00+02:00,2021-10-09 14:11+02:00,Departed
DL 9216,2021-10-09 14:00+02:00,2021-10-09 14:11+02:00,Departed
DL 9233,2021-10-09 14:00+02:00,2021-10-09 14:03+02:00,Departed
VS 5859,2021-10-09 14:00+02:00,2021-10-09 14:03+02:00,Departed
KL 1713,2021-10-09 14:00+02:00,2021-10-09 14:03+02:00,Departed
KL 497,2021-10-09 14:00+02:00,2021-10-09 14:11+02:00,Departed
AF 3230,2021-10-09 14:05+02:00,2021-10-09 14:08+02:00,Departed
DL 9310,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
DL 9485,2021-10-09 14:05+02:00,2021-10-09 14:08+02:00,Departed
CI 9483,2021-10-09 14:05+02:00,2021-10-09 14:08+02:00,Departed
KQ 1169,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
MF 9901,2021-10-09 14:05+02:00,2021-10-09 14:08+02:00,Departed
UX 3793,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
VS 5795,2021-10-09 14:05+02:00,2021-10-09 14:08+02:00,Departed
AZ 3810,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
EY 7401,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
GA 9774,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
KL 1169,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
MF 9915,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
MH 5701,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
VS 5714,2021-10-09 14:05+02:00,2021-10-09 14:11+02:00,Departed
KL 1503,2021-10-09 14:05+02:00,2021-10-09 14:08+02:00,Departed
MU 7770,2021-10-09 14:10+02:00,2021-10-09 13:52+02:00,Departed
FI 501,2021-10-09 14:10+02:00,2021-10-09 14:23+02:00,Departed
VY 1375,2021-10-09 14:10+02:00,2021-10-09 14:15+02:00,Departed
DL 8578,2021-10-09 14:15+02:00,2021-10-09 14:17+02:00,Departed
DL 9355,2021-10-09 14:15+02:00,2021-10-09 14:16+02:00,Departed
KL 3598,2021-10-09 14:15+02:00,2021-10-09 14:17+02:00,Departed
OU 5901,2021-10-09 14:15+02:00,2021-10-09 14:16+02:00,Departed
VS 6336,2021-10-09 14:15+02:00,2021-10-09 14:17+02:00,Departed
KL 1943,2021-10-09 14:15+02:00,2021-10-09 14:16+02:00,Departed
AF 1821,2021-10-09 14:15+02:00,2021-10-09 14:17+02:00,Departed
AF 3176,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
AF 8423,2021-10-09 14:20+02:00,2021-10-09 14:34+02:00,Departed
AF 8434,2021-10-09 14:20+02:00,2021-10-09 15:00+02:00,GateClosed
DL 8214,2021-10-09 14:20+02:00,2021-10-09 14:29+02:00,Departed
DL 9308,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
DL 9320,2021-10-09 14:20+02:00,2021-10-09 14:34+02:00,Departed
DL 9587,2021-10-09 14:20+02:00,2021-10-09 15:00+02:00,GateClosed
DL 9655,2021-10-09 14:20+02:00,2021-10-09 14:35+02:00,Departed
EY 5834,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
EY 7389,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
G3 5669,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
GA 9360,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
MF 9835,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
SU 3447,2021-10-09 14:20+02:00,2021-10-09 14:35+02:00,Departed
SV 6310,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
PS 9467,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
VS 5539,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
KL 587,2021-10-09 14:20+02:00,2021-10-09 15:00+02:00,GateClosed
KL 1175,2021-10-09 14:20+02:00,2021-10-09 14:35+02:00,Departed
HV 6671,2021-10-09 14:20+02:00,2021-10-09 14:28+02:00,Departed
KL 2534,2021-10-09 14:20+02:00,2021-10-09 14:28+02:00,Departed
KL 1947,2021-10-09 14:20+02:00,2021-10-09 14:29+02:00,Departed
CI 9393,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
DL 9603,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
G3 8583,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
GA 9246,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
KL 1673,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
MF 9705,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
PC 7721,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
PS 9473,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
VS 5630,2021-10-09 14:20+02:00,2021-10-09 14:43+02:00,Departed
KL 1257,2021-10-09 14:20+02:00,2021-10-09 14:30+02:00,Departed
KL 427,2021-10-09 14:20+02:00,2021-10-09 14:34+02:00,Departed
AF 3157,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
DL 9322,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
DL 9543,2021-10-09 14:25+02:00,2021-10-09 14:38+02:00,Departed
G3 5553,2021-10-09 14:25+02:00,2021-10-09 14:38+02:00,Departed
G3 5619,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
GA 9013,2021-10-09 14:25+02:00,2021-10-09 14:38+02:00,Departed
KQ 1603,2021-10-09 14:25+02:00,2021-10-09 14:38+02:00,Departed
MF 9797,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
MF 9951,2021-10-09 14:25+02:00,2021-10-09 14:38+02:00,Departed
SU 3441,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
VS 5547,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
KL 1307,2021-10-09 14:25+02:00,2021-10-09 14:29+02:00,Departed
DL 9697,2021-10-09 14:25+02:00,2021-10-09 14:41+02:00,Departed
KL 1977,2021-10-09 14:25+02:00,2021-10-09 14:41+02:00,Departed
MF 9631,2021-10-09 14:25+02:00,2021-10-09 14:41+02:00,Departed
KL 1603,2021-10-09 14:25+02:00,2021-10-09 14:38+02:00,Departed
AF 3667,2021-10-09 14:30+02:00,2021-10-09 14:49+02:00,Departed
AF 5600,2021-10-09 14:30+02:00,2021-10-09 14:58+02:00,Departed
AF 8216,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
AF 8257,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
AM 6501,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
AZ 3768,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
DL 8527,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
DL 9341,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
DL 9591,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
DL 7488,2021-10-09 14:30+02:00,2021-10-09 14:39+02:00,Departed
DL 9677,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
G3 5648,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
G3 5671,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
EY 7408,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
GA 9480,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
GA 9542,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
KL 2013,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
KL 6013,2021-10-09 14:30+02:00,2021-10-09 14:49+02:00,Departed
KL 6120,2021-10-09 14:30+02:00,2021-10-09 14:58+02:00,Departed
KQ 1147,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
MF 9669,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
MK 9501,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
MU 1772,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
SU 3227,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
PS 9447,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
UU 8741,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
VS 3959,2021-10-09 14:30+02:00,2021-10-09 14:58+02:00,Departed
VS 3960,2021-10-09 14:30+02:00,2021-10-09 14:49+02:00,Departed
VS 5613,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
VS 5759,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
VS 5800,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
VS 6155,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
VS 6875,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
KL 1325,2021-10-09 14:30+02:00,2021-10-09 14:29+02:00,Departed
KL 1147,2021-10-09 14:30+02:00,2021-10-09 14:35+02:00,Departed
KL 1365,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
HV 5665,2021-10-09 14:30+02:00,2021-10-09 14:39+02:00,Departed
KL 2584,2021-10-09 14:30+02:00,2021-10-09 14:39+02:00,Departed
DL 75,2021-10-09 14:30+02:00,2021-10-09 14:49+02:00,Departed
DL 137,2021-10-09 14:30+02:00,2021-10-09 14:58+02:00,Departed
AF 1741,2021-10-09 14:30+02:00,2021-10-09 14:34+02:00,Departed
KL 685,2021-10-09 14:30+02:00,2021-10-09 14:36+02:00,Departed
JFA 64Q,2021-10-09 14:33+02:00,2021-10-09 14:33+02:00,Departed
AF 5133,2021-10-09 14:35+02:00,2021-10-09 14:33+02:00,Departed
AF 8269,2021-10-09 14:35+02:00,2021-10-09 14:44+02:00,Departed
DL 9299,2021-10-09 14:35+02:00,2021-10-09 14:44+02:00,Departed
CA 1036,2021-10-09 14:35+02:00,2021-10-09 14:35+02:00,Canceled
HV 365,2021-10-09 14:35+02:00,2021-10-09 14:49+02:00,Departed
VS 5531,2021-10-09 14:35+02:00,2021-10-09 14:44+02:00,Departed
KL 1407,2021-10-09 14:35+02:00,2021-10-09 14:44+02:00,Departed
TK 1958,2021-10-09 14:35+02:00,2021-10-09 14:56+02:00,Departed
KL 861,2021-10-09 14:35+02:00,2021-10-09 14:33+02:00,Departed
AF 8341,2021-10-09 14:40+02:00,2021-10-09 14:49+02:00,Departed
AZ 2904,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
DL 9315,2021-10-09 14:40+02:00,2021-10-09 14:44+02:00,Departed
BT 5721,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
DL 9687,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
EY 7381,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
G3 5506,2021-10-09 14:40+02:00,2021-10-09 14:49+02:00,Departed
G3 5649,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
G3 5652,2021-10-09 14:40+02:00,2021-10-09 14:44+02:00,Departed
GA 9484,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
JU 7453,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
KL 3948,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
KM 2150,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
KQ 1115,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
MF 9661,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
MF 9831,2021-10-09 14:40+02:00,2021-10-09 14:49+02:00,Departed
MH 5230,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
SU 3245,2021-10-09 14:40+02:00,2021-10-09 14:44+02:00,Departed
SU 3459,2021-10-09 14:40+02:00,2021-10-09 14:49+02:00,Departed
SV 6306,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
SV 6767,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
PK 4078,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
PS 9435,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
TP 6890,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
UL 2378,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
UX 3743,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
VS 5503,2021-10-09 14:40+02:00,2021-10-09 14:49+02:00,Departed
VS 5622,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
VS 5634,2021-10-09 14:40+02:00,2021-10-09 14:44+02:00,Departed
XY 3078,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
KL 1115,2021-10-09 14:40+02:00,2021-10-09 14:43+02:00,Departed
KL 1687,2021-10-09 14:40+02:00,2021-10-09 14:44+02:00,Departed
KL 1317,2021-10-09 14:40+02:00,2021-10-09 14:49+02:00,Departed
EY 78,2021-10-09 14:40+02:00,2021-10-09 14:40+02:00,Boarding
EY 78,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
BT 5721,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
JU 7453,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
KL 3948,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
KM 2150,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
MH 5230,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
PK 4078,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
SV 6767,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
TP 6890,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
UL 2378,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
XY 3078,2021-10-09 14:40+02:00,2021-10-09 15:44+02:00,Departed
ZT 182W,2021-10-09 14:43+02:00,2021-10-09 14:43+02:00,Departed
DL 9577,2021-10-09 14:45+02:00,2021-10-09 14:56+02:00,Departed
G3 5572,2021-10-09 14:45+02:00,2021-10-09 14:56+02:00,Departed
MF 9695,2021-10-09 14:45+02:00,2021-10-09 14:56+02:00,Departed
KL 1591,2021-10-09 14:45+02:00,2021-10-09 14:56+02:00,Departed
EC 7975,2021-10-09 14:50+02:00,2021-10-09 14:55+02:00,Departed
U2 1836,2021-10-09 14:50+02:00,2021-10-09 14:50+02:00,Boarding
BRO 20P,2021-10-09 14:53+02:00,2021-10-09 14:53+02:00,Departed
DL 9479,2021-10-09 14:55+02:00,2021-10-09 14:59+02:00,Departed
G3 5570,2021-10-09 14:55+02:00,2021-10-09 14:59+02:00,Departed
KQ 1643,2021-10-09 14:55+02:00,2021-10-09 14:59+02:00,Departed
HV 5517,2021-10-09 14:55+02:00,2021-10-09 15:07+02:00,Departed
KL 1643,2021-10-09 14:55+02:00,2021-10-09 14:59+02:00,Departed
LX 729,2021-10-09 14:55+02:00,2021-10-09 14:55+02:00,GateClosed
LX 729,2021-10-09 14:55+02:00,2021-10-09 15:23+02:00,Departed
DL 7500,2021-10-09 15:00+02:00,2021-10-09 15:00+02:00,GateClosed
KL 2623,2021-10-09 15:00+02:00,2021-10-09 15:00+02:00,GateClosed
AC 7223,2021-10-09 15:00+02:00,2021-10-09 15:00+02:00,Expected
HV 5751,2021-10-09 15:00+02:00,2021-10-09 15:00+02:00,GateClosed
DL 9617,2021-10-09 15:00+02:00,2021-10-09 15:03+02:00,Departed
G3 5599,2021-10-09 15:00+02:00,2021-10-09 15:03+02:00,Departed
KL 1931,2021-10-09 15:00+02:00,2021-10-09 15:03+02:00,Departed
MF 9743,2021-10-09 15:00+02:00,2021-10-09 15:03+02:00,Departed
AC 7223,2021-10-09 15:00+02:00,2021-10-09 17:36+02:00,Departed
DL 9583,2021-10-09 15:05+02:00,2021-10-09 15:01+02:00,Departed
G3 5574,2021-10-09 15:05+02:00,2021-10-09 15:01+02:00,Departed
GA 9488,2021-10-09 15:05+02:00,2021-10-09 15:01+02:00,Departed
MF 9701,2021-10-09 15:05+02:00,2021-10-09 15:01+02:00,Departed
KL 1655,2021-10-09 15:05+02:00,2021-10-09 15:01+02:00,Departed
OR 139,2021-10-09 15:10+02:00,2021-10-09 15:10+02:00,Boarding
OR 139,2021-10-09 15:10+02:00,2021-10-09 15:35+02:00,Departed
EK 9914,2021-10-09 15:15+02:00,2021-10-09 15:02+02:00,Departed
OR 511,2021-10-09 15:15+02:00,2021-10-09 17:06+02:00,Departed
KL 1843,2021-10-09 15:20+02:00,2021-10-09 15:24+02:00,Departed
DL 9237,2021-10-09 15:20+02:00,2021-10-09 15:24+02:00,Departed
HV 5831,2021-10-09 15:20+02:00,2021-10-09 15:25+02:00,Departed
KL 735,2021-10-09 15:20+02:00,2021-10-09 15:37+02:00,Departed
EK 148,2021-10-09 15:20+02:00,2021-10-09 15:55+02:00,Departed
HV 77,2021-10-09 15:20+02:00,2021-10-09 16:49+02:00,Departed
KL 1131,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
AZ 2914,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
DL 9536,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
EY 7390,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
G3 5654,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
GA 9758,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
MF 9667,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
PS 9428,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
VS 5653,2021-10-09 15:25+02:00,2021-10-09 15:23+02:00,Departed
KL 589,2021-10-09 15:25+02:00,2021-10-09 15:33+02:00,Departed
AF 8249,2021-10-09 15:25+02:00,2021-10-09 15:33+02:00,Departed
DL 9372,2021-10-09 15:25+02:00,2021-10-09 15:33+02:00,Departed
SU 3225,2021-10-09 15:25+02:00,2021-10-09 15:33+02:00,Departed
HV 5683,2021-10-09 15:30+02:00,2021-10-09 15:36+02:00,Departed
DL 7493,2021-10-09 15:30+02:00,2021-10-09 15:36+02:00,Departed
KL 1995,2021-10-09 15:35+02:00,2021-10-09 15:31+02:00,Departed
AF 8255,2021-10-09 15:35+02:00,2021-10-09 15:31+02:00,Departed
DL 9651,2021-10-09 15:35+02:00,2021-10-09 15:31+02:00,Departed
VS 5719,2021-10-09 15:35+02:00,2021-10-09 15:31+02:00,Departed
KL 1623,2021-10-09 15:35+02:00,2021-10-09 15:35+02:00,Departed
DL 9227,2021-10-09 15:35+02:00,2021-10-09 15:35+02:00,Departed
MF 9173,2021-10-09 15:35+02:00,2021-10-09 15:35+02:00,Departed
KL 1797,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
DL 9565,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
GA 9230,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
MF 9721,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
PS 9445,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
VS 5739,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
WY 5457,2021-10-09 15:35+02:00,2021-10-09 15:38+02:00,Departed
KL 1477,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
DL 9635,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
EY 7303,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
G3 5528,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
MF 9950,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
SU 3319,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
VS 6974,2021-10-09 15:40+02:00,2021-10-09 15:41+02:00,Departed
MS 758,2021-10-09 15:40+02:00,2021-10-09 16:24+02:00,Departed
ET 1454,2021-10-09 15:40+02:00,2021-10-09 16:24+02:00,Departed
TP 7010,2021-10-09 15:40+02:00,2021-10-09 16:24+02:00,Departed
RJ 152,2021-10-09 15:45+02:00,2021-10-09 15:47+02:00,Departed
CD 617,2021-10-09 15:45+02:00,2021-10-09 15:57+02:00,Departed
