number,scheduledTime,actualTime,status
KL 1839,2021-10-15 09:15+02:00,2021-10-15 09:54+02:00,Departed
DL 9527,2021-10-15 09:15+02:00,2021-10-15 09:54+02:00,Departed
KL 1587,2021-10-15 09:20+02:00,2021-10-15 09:27+02:00,Departed
AF 3214,2021-10-15 09:20+02:00,2021-10-15 09:27+02:00,Departed
DL 9246,2021-10-15 09:20+02:00,2021-10-15 09:27+02:00,Departed
KL 1301,2021-10-15 09:20+02:00,2021-10-15 09:31+02:00,Departed
AF 8259,2021-10-15 09:20+02:00,2021-10-15 09:31+02:00,Departed
DL 9675,2021-10-15 09:20+02:00,2021-10-15 09:31+02:00,Departed
MF 9839,2021-10-15 09:20+02:00,2021-10-15 09:31+02:00,Departed
SU 3437,2021-10-15 09:20+02:00,2021-10-15 09:31+02:00,Departed
VS 5545,2021-10-15 09:20+02:00,2021-10-15 09:31+02:00,Departed
KL 1143,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
CZ 770,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
DL 9305,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
EY 7340,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
GA 9210,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
KQ 1143,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
MF 9319,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
MH 5643,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
VS 5757,2021-10-15 09:20+02:00,2021-10-15 09:45+02:00,Departed
KL 1315,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
DL 9539,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
MF 9905,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
MU 1571,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
SU 3457,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
VS 5502,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
KL 1905,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
DL 9224,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
JU 7637,2021-10-15 09:25+02:00,2021-10-15 09:26+02:00,Departed
KL 1993,2021-10-15 09:25+02:00,2021-10-15 09:30+02:00,Departed
AF 3137,2021-10-15 09:25+02:00,2021-10-15 09:30+02:00,Departed
DL 8204,2021-10-15 09:25+02:00,2021-10-15 09:30+02:00,Departed
VS 5718,2021-10-15 09:25+02:00,2021-10-15 09:30+02:00,Departed
KL 987,2021-10-15 09:25+02:00,2021-10-15 09:33+02:00,Departed
AF 5197,2021-10-15 09:25+02:00,2021-10-15 09:33+02:00,Departed
DL 9289,2021-10-15 09:25+02:00,2021-10-15 09:33+02:00,Departed
KQ 987,2021-10-15 09:25+02:00,2021-10-15 09:33+02:00,Departed
VS 6988,2021-10-15 09:25+02:00,2021-10-15 09:33+02:00,Departed
KL 1473,2021-10-15 09:25+02:00,2021-10-15 09:48+02:00,Departed
DL 8177,2021-10-15 09:25+02:00,2021-10-15 09:48+02:00,Departed
EY 5817,2021-10-15 09:25+02:00,2021-10-15 09:48+02:00,Departed
MF 9945,2021-10-15 09:25+02:00,2021-10-15 09:48+02:00,Departed
SU 3315,2021-10-15 09:25+02:00,2021-10-15 09:48+02:00,Departed
VS 6972,2021-10-15 09:25+02:00,2021-10-15 09:48+02:00,Departed
KL 1753,2021-10-15 09:30+02:00,2021-10-15 09:32+02:00,Departed
CZ 7701,2021-10-15 09:30+02:00,2021-10-15 09:32+02:00,Departed
DL 9327,2021-10-15 09:30+02:00,2021-10-15 09:32+02:00,Departed
KQ 1753,2021-10-15 09:30+02:00,2021-10-15 09:32+02:00,Departed
SU 3259,2021-10-15 09:30+02:00,2021-10-15 09:32+02:00,Departed
VS 5641,2021-10-15 09:30+02:00,2021-10-15 09:32+02:00,Departed
KL 1253,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
AF 3173,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
DL 9309,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
EY 7372,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
GA 9950,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
MF 9833,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
MU 1565,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
VS 5538,2021-10-15 09:30+02:00,2021-10-15 09:33+02:00,Departed
KL 1739,2021-10-15 09:30+02:00,2021-10-15 09:35+02:00,Departed
AF 3234,2021-10-15 09:30+02:00,2021-10-15 09:35+02:00,Departed
DL 9304,2021-10-15 09:30+02:00,2021-10-15 09:35+02:00,Departed
SU 3369,2021-10-15 09:30+02:00,2021-10-15 09:35+02:00,Departed
VS 5522,2021-10-15 09:30+02:00,2021-10-15 09:35+02:00,Departed
KL 1883,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
CZ 7685,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
DL 9325,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
EY 7377,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
MF 9395,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
MU 1585,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
SU 3419,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
VS 5750,2021-10-15 09:30+02:00,2021-10-15 09:38+02:00,Departed
AF 1241,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
AM 5803,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
CI 9291,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
DL 8479,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
G3 5271,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
GA 9548,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
KL 2003,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
KQ 3093,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
MK 9393,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
MU 1682,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
VS 6151,2021-10-15 09:30+02:00,2021-10-15 09:42+02:00,Departed
KL 1917,2021-10-15 09:30+02:00,2021-10-15 09:44+02:00,Departed
AF 8482,2021-10-15 09:30+02:00,2021-10-15 09:44+02:00,Departed
DL 8176,2021-10-15 09:30+02:00,2021-10-15 09:44+02:00,Departed
VS 5682,2021-10-15 09:30+02:00,2021-10-15 09:44+02:00,Departed
KL 1701,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
CI 9383,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
CZ 7666,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
DL 9606,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
EY 7357,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
GA 9492,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
KQ 1701,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
MF 9359,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
VS 5732,2021-10-15 09:30+02:00,2021-10-15 09:46+02:00,Departed
KL 1385,2021-10-15 09:30+02:00,2021-10-15 09:52+02:00,Departed
AF 3243,2021-10-15 09:30+02:00,2021-10-15 09:52+02:00,Departed
DL 9623,2021-10-15 09:30+02:00,2021-10-15 09:52+02:00,Departed
PS 9385,2021-10-15 09:30+02:00,2021-10-15 09:52+02:00,Departed
KL 1373,2021-10-15 09:30+02:00,2021-10-15 09:58+02:00,Departed
DL 9682,2021-10-15 09:30+02:00,2021-10-15 09:58+02:00,Departed
KQ 1373,2021-10-15 09:30+02:00,2021-10-15 09:58+02:00,Departed
MF 9907,2021-10-15 09:30+02:00,2021-10-15 09:58+02:00,Departed
RO 9364,2021-10-15 09:30+02:00,2021-10-15 09:58+02:00,Departed
KL 1443,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
DL 9302,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
EY 7361,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
KQ 1443,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
MF 9337,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
SU 3217,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
VS 6952,2021-10-15 09:35+02:00,2021-10-15 09:40+02:00,Departed
KL 1641,2021-10-15 09:35+02:00,2021-10-15 09:44+02:00,Departed
DL 9339,2021-10-15 09:35+02:00,2021-10-15 09:44+02:00,Departed
KQ 1641,2021-10-15 09:35+02:00,2021-10-15 09:44+02:00,Departed
MF 9349,2021-10-15 09:35+02:00,2021-10-15 09:44+02:00,Departed
MU 1821,2021-10-15 09:35+02:00,2021-10-15 09:44+02:00,Departed
KL 1555,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
DL 9541,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
KQ 1555,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
MF 9623,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
MU 1829,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
KL 1793,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
CZ 7672,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
DL 9564,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
GA 9228,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
MF 9379,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
MU 1595,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
VS 5737,2021-10-15 09:35+02:00,2021-10-15 09:46+02:00,Departed
KL 1601,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
CZ 7641,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
DL 9579,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
GA 9086,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
KQ 1601,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
MF 9347,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
MH 5655,2021-10-15 09:35+02:00,2021-10-15 09:58+02:00,Departed
AA 221,2021-10-15 09:35+02:00,2021-10-15 11:00+02:00,Departed
AY 4133,2021-10-15 09:35+02:00,2021-10-15 11:00+02:00,Departed
BA 1630,2021-10-15 09:35+02:00,2021-10-15 11:00+02:00,Departed
IB 4862,2021-10-15 09:35+02:00,2021-10-15 11:00+02:00,Departed
KL 1927,2021-10-15 09:40+02:00,2021-10-15 09:56+02:00,Departed
DL 9616,2021-10-15 09:40+02:00,2021-10-15 09:56+02:00,Departed
MF 9399,2021-10-15 09:40+02:00,2021-10-15 09:56+02:00,Departed
MH 5661,2021-10-15 09:40+02:00,2021-10-15 09:56+02:00,Departed
KL 1957,2021-10-15 09:40+02:00,2021-10-15 09:58+02:00,Departed
DL 9620,2021-10-15 09:40+02:00,2021-10-15 09:58+02:00,Departed
MF 9601,2021-10-15 09:40+02:00,2021-10-15 09:58+02:00,Departed
KL 1353,2021-10-15 09:40+02:00,2021-10-15 09:59+02:00,Departed
DL 9235,2021-10-15 09:40+02:00,2021-10-15 09:59+02:00,Departed
VS 5861,2021-10-15 09:40+02:00,2021-10-15 09:59+02:00,Departed
KL 1363,2021-10-15 09:40+02:00,2021-10-15 10:11+02:00,Departed
CZ 7693,2021-10-15 09:40+02:00,2021-10-15 10:11+02:00,Departed
DL 9343,2021-10-15 09:40+02:00,2021-10-15 10:11+02:00,Departed
VS 5799,2021-10-15 09:40+02:00,2021-10-15 10:11+02:00,Departed
LX 725,2021-10-15 09:45+02:00,2021-10-15 09:55+02:00,Departed
KL 945,2021-10-15 09:45+02:00,2021-10-15 09:56+02:00,Departed
DL 9666,2021-10-15 09:45+02:00,2021-10-15 09:56+02:00,Departed
KQ 945,2021-10-15 09:45+02:00,2021-10-15 09:56+02:00,Departed
MF 9903,2021-10-15 09:45+02:00,2021-10-15 09:56+02:00,Departed
SU 3301,2021-10-15 09:45+02:00,2021-10-15 09:56+02:00,Departed
VS 5521,2021-10-15 09:45+02:00,2021-10-15 09:56+02:00,Departed
KL 1279,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
BT 6026,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
CZ 7637,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
DL 8184,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
EY 7369,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
KQ 1279,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
MF 9329,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
SU 3305,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
VS 6966,2021-10-15 09:45+02:00,2021-10-15 10:00+02:00,Departed
KL 1127,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
CZ 7630,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
DL 9360,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
EY 7302,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
GA 9470,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
KQ 1127,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
MF 9315,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
MH 5641,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
VS 5651,2021-10-15 09:45+02:00,2021-10-15 10:06+02:00,Departed
OS 372,2021-10-15 09:45+02:00,2021-10-15 10:18+02:00,Departed
KL 1155,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
DL 9290,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
EY 5806,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
KQ 1155,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
MF 9325,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
MH 5647,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
SU 3325,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
VS 5689,2021-10-15 09:50+02:00,2021-10-15 09:52+02:00,Departed
KL 661,2021-10-15 09:50+02:00,2021-10-15 09:53+02:00,Departed
AF 8411,2021-10-15 09:50+02:00,2021-10-15 09:53+02:00,Departed
DL 9386,2021-10-15 09:50+02:00,2021-10-15 09:53+02:00,Departed
VS 6836,2021-10-15 09:50+02:00,2021-10-15 09:53+02:00,Departed
KL 601,2021-10-15 09:50+02:00,2021-10-15 09:59+02:00,Departed
AF 8247,2021-10-15 09:50+02:00,2021-10-15 09:59+02:00,Departed
DL 8182,2021-10-15 09:50+02:00,2021-10-15 09:59+02:00,Departed
VS 6841,2021-10-15 09:50+02:00,2021-10-15 09:59+02:00,Departed
XC 3560,2021-10-15 09:50+02:00,2021-10-15 10:02+02:00,Departed
KL 605,2021-10-15 09:50+02:00,2021-10-15 10:08+02:00,Departed
AF 8402,2021-10-15 09:50+02:00,2021-10-15 10:08+02:00,Departed
DL 9380,2021-10-15 09:50+02:00,2021-10-15 10:08+02:00,Departed
VS 6851,2021-10-15 09:50+02:00,2021-10-15 10:08+02:00,Departed
KL 1167,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
AF 3242,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
CZ 7656,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
DL 9312,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
EY 7324,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
GA 9768,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
KQ 1167,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
MF 9913,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
MH 5649,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
VS 5713,2021-10-15 09:50+02:00,2021-10-15 10:16+02:00,Departed
AF 1807,2021-10-15 09:50+02:00,2021-10-15 10:21+02:00,Departed
DL 8296,2021-10-15 09:50+02:00,2021-10-15 10:21+02:00,Departed
KL 3596,2021-10-15 09:50+02:00,2021-10-15 10:21+02:00,Departed
VS 6335,2021-10-15 09:50+02:00,2021-10-15 10:21+02:00,Departed
BT 622,2021-10-15 09:55+02:00,2021-10-15 09:59+02:00,Departed
U2 1832,2021-10-15 09:55+02:00,2021-10-15 10:07+02:00,Departed
KL 791,2021-10-15 10:00+02:00,2021-10-15 10:00+02:00,GateClosed
G3 5501,2021-10-15 10:00+02:00,2021-10-15 10:00+02:00,GateClosed
KL 755,2021-10-15 10:00+02:00,2021-10-15 10:00+02:00,Departed
AF 3208,2021-10-15 10:00+02:00,2021-10-15 10:00+02:00,Departed
KL 1945,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
AF 3249,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
DL 9250,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
KL 1199,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
AF 8299,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
DL 8195,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
EY 7320,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
KQ 1199,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
MH 5653,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
MP 8341,2021-10-15 10:00+02:00,2021-10-15 10:13+02:00,Departed
VS 5772,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
SU 3429,2021-10-15 10:00+02:00,2021-10-15 10:08+02:00,Departed
KL 1423,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
CZ 7616,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
DL 9210,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
EY 5839,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
KQ 1423,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
MF 9764,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
SU 3233,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
VS 6957,2021-10-15 10:00+02:00,2021-10-15 10:17+02:00,Departed
AF 3208,2021-10-15 10:00+02:00,2021-10-15 11:20+02:00,Departed
G3 5501,2021-10-15 10:00+02:00,2021-10-15 12:59+02:00,Departed
FR 3101,2021-10-15 10:05+02:00,2021-10-15 10:00+02:00,Departed
EI 603,2021-10-15 10:05+02:00,2021-10-15 10:09+02:00,Departed
DL 57,2021-10-15 10:05+02:00,2021-10-15 10:10+02:00,Departed
AF 5594,2021-10-15 10:05+02:00,2021-10-15 10:10+02:00,Departed
KL 6027,2021-10-15 10:05+02:00,2021-10-15 10:10+02:00,Departed
VS 3942,2021-10-15 10:05+02:00,2021-10-15 10:10+02:00,Departed
KL 1073,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
BT 6012,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
CI 9371,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
CZ 7669,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
DL 9648,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
GA 9018,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
JU 7638,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
KQ 1073,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
MF 9716,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
MU 1625,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
PC 7727,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
SU 3379,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
VS 7004,2021-10-15 10:05+02:00,2021-10-15 10:13+02:00,Departed
KL 1803,2021-10-15 10:05+02:00,2021-10-15 10:18+02:00,Departed
DL 8178,2021-10-15 10:05+02:00,2021-10-15 10:18+02:00,Departed
KL 1903,2021-10-15 10:05+02:00,2021-10-15 10:19+02:00,Departed
CZ 7675,2021-10-15 10:05+02:00,2021-10-15 10:19+02:00,Departed
DL 9326,2021-10-15 10:05+02:00,2021-10-15 10:19+02:00,Departed
MF 9397,2021-10-15 10:05+02:00,2021-10-15 10:19+02:00,Departed
MU 1589,2021-10-15 10:05+02:00,2021-10-15 10:19+02:00,Departed
VS 5702,2021-10-15 10:05+02:00,2021-10-15 10:19+02:00,Departed
U2 6162,2021-10-15 10:10+02:00,2021-10-15 10:10+02:00,Canceled
EC 7961,2021-10-15 10:10+02:00,2021-10-15 10:16+02:00,Departed
FB 462,2021-10-15 10:15+02:00,2021-10-15 10:11+02:00,Departed
KL 3077,2021-10-15 10:15+02:00,2021-10-15 10:11+02:00,Departed
KL 1009,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
CI 9365,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
CZ 7659,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
DL 9642,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
GA 9490,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
KQ 1009,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
MF 9305,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
VS 6994,2021-10-15 10:15+02:00,2021-10-15 10:20+02:00,Departed
KL 1331,2021-10-15 10:15+02:00,2021-10-15 10:23+02:00,Departed
DL 9232,2021-10-15 10:15+02:00,2021-10-15 10:23+02:00,Departed
VS 5849,2021-10-15 10:15+02:00,2021-10-15 10:23+02:00,Departed
KL 1343,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
AF 8326,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
DL 9334,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
EY 7371,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
KQ 1343,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
MF 9643,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
VS 5637,2021-10-15 10:15+02:00,2021-10-15 10:26+02:00,Departed
KL 1987,2021-10-15 10:15+02:00,2021-10-15 10:28+02:00,Departed
DL 9316,2021-10-15 10:15+02:00,2021-10-15 10:28+02:00,Departed
G3 5586,2021-10-15 10:15+02:00,2021-10-15 10:28+02:00,Departed
KQ 1987,2021-10-15 10:15+02:00,2021-10-15 10:28+02:00,Departed
MF 9627,2021-10-15 10:15+02:00,2021-10-15 10:28+02:00,Departed
SU 3277,2021-10-15 10:15+02:00,2021-10-15 10:28+02:00,Departed
HV 5747,2021-10-15 10:15+02:00,2021-10-15 10:41+02:00,Departed
DL 7483,2021-10-15 10:15+02:00,2021-10-15 10:41+02:00,Departed
KL 2529,2021-10-15 10:15+02:00,2021-10-15 10:41+02:00,Departed
KL 1823,2021-10-15 10:15+02:00,2021-10-15 10:44+02:00,Departed
CZ 7610,2021-10-15 10:15+02:00,2021-10-15 10:44+02:00,Departed
DL 9571,2021-10-15 10:15+02:00,2021-10-15 10:44+02:00,Departed
GA 9252,2021-10-15 10:15+02:00,2021-10-15 10:44+02:00,Departed
MF 9383,2021-10-15 10:15+02:00,2021-10-15 10:44+02:00,Departed
VS 5780,2021-10-15 10:15+02:00,2021-10-15 10:44+02:00,Departed
VY 8301,2021-10-15 10:20+02:00,2021-10-15 10:20+02:00,Departed
EC 3676,2021-10-15 10:20+02:00,2021-10-15 10:22+02:00,Departed
BT 618,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
KL 953,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
CZ 7679,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
DL 9689,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
EY 7417,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
KQ 953,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
MF 9167,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
SU 3395,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
VS 7048,2021-10-15 10:20+02:00,2021-10-15 10:25+02:00,Departed
KL 1669,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
CI 9499,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
CZ 7607,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
DL 8207,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
EY 7378,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
GA 9022,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
MF 9829,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
VS 5628,2021-10-15 10:20+02:00,2021-10-15 10:26+02:00,Departed
BT 610,2021-10-15 10:20+02:00,2021-10-15 10:30+02:00,Departed
KL 1541,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
AF 3245,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
DL 9638,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
KQ 1541,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
MF 9161,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
SU 3349,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
VS 6980,2021-10-15 10:20+02:00,2021-10-15 10:31+02:00,Departed
KL 1511,2021-10-15 10:20+02:00,2021-10-15 10:35+02:00,Departed
DL 9066,2021-10-15 10:20+02:00,2021-10-15 10:35+02:00,Departed
VS 5863,2021-10-15 10:20+02:00,2021-10-15 10:35+02:00,Departed
KL 1629,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
CZ 7677,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
DL 9301,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
GA 9212,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
KQ 1629,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
MF 9615,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
MU 1817,2021-10-15 10:20+02:00,2021-10-15 10:36+02:00,Departed
PHEZS,2021-10-15 10:21+02:00,2021-10-15 10:21+02:00,Departed
GAC 79D,2021-10-15 10:23+02:00,2021-10-15 10:23+02:00,Departed
SK 552,2021-10-15 10:25+02:00,2021-10-15 10:32+02:00,Departed
OR 643,2021-10-15 10:25+02:00,2021-10-15 10:41+02:00,Departed
KL 1583,2021-10-15 10:35+02:00,2021-10-15 10:34+02:00,Departed
