"";"airline";"number";"scheduledTime";"actualTime";"status";"arrivalAirport";"aircraft";"diffMins"
"1638";"KLM";"KL 1767";2021-11-06 11:35:00;2021-11-06 11:39:00;"Departed";"EDDF";"Embraer EMB 175";4
"1639";"KLM";"KL 1857";2021-11-06 12:10:00;2021-11-06 12:06:00;"Departed";"EDDL";"Embraer EMB 175";-4
"1640";"KLM";"KL 1169";2021-11-06 13:00:00;2021-11-06 13:03:00;"Departed";"EFHK";"Embraer EMB 190";3
"1641";"KLM";"KL 1075";2021-11-06 11:35:00;2021-11-06 11:31:00;"Departed";"EGCC";"Boeing 737-700 (winglets)";-4
"1642";"KLM";"KL 1281";2021-11-06 11:20:00;2021-11-06 11:31:00;"Departed";"EGPH";"Embraer EMB 190";11
"1643";"KLM";"KL 1345";2021-11-06 11:15:00;2021-11-06 11:37:00;"Departed";"EKBI";"Embraer EMB 190";22
"1644";"KLM";"KL 1129";2021-11-06 11:20:00;2021-11-06 11:28:00;"Departed";"EKCH";"Embraer EMB 190";8
"1645";"KLM";"KL 1741";2021-11-06 12:15:00;2021-11-06 12:12:00;"Departed";"ELLX";"Embraer EMB 175";-3
"1646";"KLM";"KL 2534";2021-11-06 13:00:00;2021-11-06 12:59:00;"Departed";"GCTS";"Boeing 737-800";-1
"1647";"KLM";"KL 651";2021-11-06 12:05:00;2021-11-06 12:08:00;"Departed";"KIAD";"Airbus A330-300";3
"1648";"KLM";"KL 641";2021-11-06 12:35:00;2021-11-06 12:44:00;"Departed";"KJFK";"Boeing 787";9
"1649";"KLM";"KL 611";2021-11-06 11:55:00;2021-11-06 11:52:00;"Departed";"KORD";"Boeing 787-9 Dreamliner";-3
"1650";"KLM";"KL 1509";2021-11-06 11:50:00;2021-11-06 11:50:00;"Departed";"LEAL";"Boeing 737-700 (winglets)";0
"1651";"KLM";"KL 1703";2021-11-06 12:30:00;2021-11-06 12:29:00;"Departed";"LEMD";"Boeing 737-800 (winglets)";-1
"1652";"KLM";"KL 1039";2021-11-06 11:40:00;2021-11-06 11:47:00;"Departed";"LEMG";"Boeing 737-800";7
"1653";"KLM";"KL 1503";2021-11-06 12:45:00;2021-11-06 12:45:00;"Departed";"LEVC";"Embraer EMB 190";0
"1654";"KLM";"KL 1405";2021-11-06 12:20:00;2021-11-06 12:18:00;"Departed";"LFMT";"Embraer EMB 175";-2
