"";"airline";"number";"scheduledTime";"actualTime";"status";"arrivalAirport";"aircraft";"diffMins"
"76";"Austrian";"OS 87";2022-01-13 09:45:00;2022-01-13 09:57:00;"Departed";"KJFK";"Boeing 777-200";12
"77";"Austrian";"OS 93";2022-01-13 09:35:00;2022-01-13 09:43:00;"Departed";"KIAD";"Boeing 767-300";8
"78";"Austrian";"OS 385";2022-01-13 08:40:00;2022-01-13 08:48:00;"Departed";"LEMG";"Embraer 195";8
"79";"Austrian";"OS 223";2022-01-13 06:45:00;2022-01-13 06:44:00;"Departed";"EDDB";"Embraer EMB 195";-1
"80";"Austrian";"OS 561";2022-01-13 06:35:00;2022-01-13 06:43:00;"Departed";"LSZH";"Embraer EMB 195";8
"81";"Austrian";"OS 371";2022-01-13 06:15:00;2022-01-13 06:52:00;"Departed";"EHAM";"Airbus A320";37
"82";"Austrian";"OS 391";2022-01-13 06:00:00;2022-01-13 06:05:00;"Departed";"LEBL";"Embraer 195";5
"83";"Austrian";"OS 175";2022-01-13 06:00:00;2022-01-13 06:09:00;"Departed";"EDDH";"Airbus A320-100/200";9
"84";"Austrian";"OS 451";2022-01-13 05:45:00;2022-01-13 06:02:00;"Departed";"EGLL";"Airbus A320";17
"85";"Austrian";"OS 679";2022-01-12 21:45:00;2022-01-12 21:50:00;"Departed";"UKDE";"Boeing 777-200";5
"86";"Austrian";"OS 849";2022-01-12 21:40:00;2022-01-12 21:51:00;"Departed";"LATI";"Embraer EMB 195";11
"87";"Austrian";"OS 913";2022-01-12 20:55:00;2022-01-12 20:59:00;"Departed";"LOWI";"Embraer EMB 195";4
"88";"Austrian";"OS 759";2022-01-12 20:55:00;2022-01-12 20:56:00;"Departed";"LQSA";"Embraer 195";1
"89";"Austrian";"OS 317";2022-01-12 20:00:00;2022-01-12 20:14:00;"Departed";"ESSA";"Airbus A320";14
"90";"Austrian";"OS 187";2022-01-12 16:45:00;2022-01-12 16:48:00;"Departed";"EDDS";"Embraer 195";3
"91";"Austrian";"OS 295";2022-01-12 16:45:00;2022-01-12 16:55:00;"Departed";"EDDV";"Embraer EMB 195";10
"92";"Austrian";"OS 305";2022-01-12 16:40:00;2022-01-12 16:54:00;"Departed";"EKCH";"Embraer EMB 195";14
"93";"Austrian";"OS 125";2022-01-12 16:35:00;2022-01-12 16:53:00;"Departed";"EDDF";"Airbus A320-100/200";18
"94";"Austrian";"OS 195";2022-01-12 16:35:00;2022-01-12 16:45:00;"Departed";"EDDK";"Embraer EMB 195";10
"95";"Austrian";"OS 455";2022-01-12 16:30:00;2022-01-12 16:51:00;"Departed";"EGLL";"Airbus A320-100/200";21
"96";"Austrian";"OS 171";2022-01-12 16:30:00;2022-01-12 16:43:00;"Departed";"EDDH";"Embraer EMB 195";13
"97";"Austrian";"OS 631";2021-12-18 17:05:00;2021-12-18 17:19:00;"Departed";"EPWA";"Embraer 195";14
"98";"Austrian";"OS 565";2021-12-18 16:50:00;2021-12-18 17:04:00;"Departed";"LSZH";"Embraer 195";14
"99";"Austrian";"OS 295";2021-12-18 16:45:00;2021-12-18 16:54:00;"Departed";"EDDV";"Embraer 195";9
"100";"Austrian";"OS 187";2021-12-18 16:45:00;2021-12-18 16:55:00;"Departed";"EDDS";"Embraer 195";10
"101";"Austrian";"OS 305";2021-12-18 16:40:00;2021-12-18 16:55:00;"Departed";"EKCH";"Airbus A320";15
"102";"Austrian";"OS 901";2021-12-18 16:40:00;2021-12-18 16:50:00;"Departed";"LOWI";"Embraer 195";10
"103";"Austrian";"OS 575";2021-12-18 16:35:00;2021-12-18 16:52:00;"Departed";"LSGG";"Embraer 195";17
"104";"Austrian";"OS 115";2021-12-18 16:30:00;2021-12-18 16:46:00;"Departed";"EDDM";"Embraer 195";16
"105";"Austrian";"OS 235";2021-12-18 16:25:00;2021-12-18 17:21:00;"Departed";"EDDB";"Embraer 195";56
"106";"Austrian";"OS 155";2021-12-18 16:25:00;2021-12-18 16:32:00;"Departed";"EDDL";"Embraer 195";7
"107";"Austrian";"OS 375";2021-12-18 16:20:00;2021-12-18 16:31:00;"Departed";"EHAM";"Embraer 195";11
"108";"Austrian";"OS 417";2021-12-18 16:20:00;2021-12-18 16:28:00;"Departed";"LFPG";"Airbus A320";8
"109";"Austrian";"OS 863";2021-12-18 12:45:00;2021-12-18 13:14:00;"Departed";"HECA";"Airbus A321";29
"110";"Austrian";"OS 861";2021-12-18 12:20:00;2021-12-18 12:23:00;"Departed";"LLBG";"Airbus A320";3
"111";"Austrian";"OS 757";2021-12-18 12:15:00;2021-12-18 12:27:00;"Departed";"LQSA";"Embraer 195";12
"112";"Austrian";"OS 963";2021-12-18 12:10:00;2021-12-18 12:09:00;"Departed";"LOWG";"Embraer 195";-1
"113";"Austrian";"OS 773";2021-12-18 12:10:00;2021-12-18 12:21:00;"Departed";"LYBE";"Embraer 195";11
"114";"Austrian";"OS 229";2021-12-18 12:05:00;2021-12-18 12:16:00;"Departed";"EDDB";"Airbus A320";11
"115";"Austrian";"OS 569";2021-12-18 12:00:00;2021-12-18 12:04:00;"Departed";"LSZH";"Airbus A319";4
"116";"Austrian";"OS 777";2021-12-18 11:55:00;2021-12-18 12:12:00;"Departed";"BKPR";"Airbus A320";17
"117";"Austrian";"OS 905";2021-12-18 11:55:00;2021-12-18 12:01:00;"Departed";"LOWI";"Embraer 195";6
"118";"Austrian";"OS 797";2021-12-18 11:50:00;2021-12-18 12:11:00;"Departed";"LBSF";"Airbus A320";21
"119";"Austrian";"OS 173";2021-12-18 11:40:00;2021-12-18 11:45:00;"Departed";"EDDH";"Embraer 195";5
"120";"Austrian";"OS 153";2021-12-18 11:40:00;2021-12-18 11:44:00;"Departed";"EDDL";"Embraer 195";4
"121";"Austrian";"OS 791";2021-12-18 11:35:00;2021-12-18 11:56:00;"Departed";"LROP";"Airbus A320";21
"122";"Austrian";"OS 661";2021-12-18 11:05:00;2021-12-18 11:42:00;"Departed";"UKBB";"Embraer 195";37
"123";"Austrian";"OS 461";2021-12-18 10:35:00;2021-12-18 10:42:00;"Departed";"EGLL";"Airbus A321";7
"124";"Austrian";"OS 801";2021-12-18 10:00:00;2021-12-18 10:15:00;"Departed";"LGAV";"Airbus A320";15
"125";"Austrian";"OS 9503";2021-12-18 09:55:00;2021-12-18 10:05:00;"Departed";"GCLP";"Airbus A320";10
"126";"Austrian";"OS 87";2021-12-18 09:45:00;2021-12-18 10:05:00;"Departed";"KJFK";"Boeing 767-300 (winglets)";20
"127";"Austrian";"OS 73";2021-12-18 09:35:00;2021-12-18 09:57:00;"Departed";"CYUL";"Boeing 767-300 (winglets)";22
"128";"Austrian";"OS 93";2021-12-18 09:35:00;2021-12-18 09:54:00;"Departed";"KIAD";"Boeing 767-300 (winglets)";19
"129";"Austrian";"OS 129";2021-12-18 09:10:00;2021-12-18 09:16:00;"Departed";"EDDF";"Airbus A320";6
"130";"Austrian";"OS 385";2021-12-18 08:40:00;2021-12-18 09:02:00;"Departed";"LEMG";"Airbus A320";22
"131";"Austrian";"OS 705";2021-12-18 08:20:00;2021-12-18 08:24:00;"Departed";"LKPR";"Embraer EMB 195";4
"132";"Austrian";"OS 625";2021-12-18 07:20:00;2021-12-18 07:24:00;"Departed";"EPWA";"Embraer EMB 195";4
"133";"Austrian";"OS 177";2021-12-18 06:50:00;2021-12-18 06:48:00;"Departed";"EDDS";"Embraer 195";-2
"134";"Austrian";"OS 223";2021-12-18 06:40:00;2021-12-18 06:49:00;"Departed";"EDDB";"Airbus A320";9
"135";"Austrian";"OS 291";2021-12-18 06:40:00;2021-12-18 06:51:00;"Departed";"EDDV";"Embraer 195";11
"136";"Austrian";"OS 471";2021-12-18 06:40:00;2021-12-18 06:43:00;"Departed";"LFSB";"Embraer 195";3
"137";"Austrian";"OS 571";2021-12-18 06:35:00;2021-12-18 06:44:00;"Departed";"LSGG";"Airbus A320";9
"138";"Austrian";"OS 561";2021-12-18 06:35:00;2021-12-18 06:47:00;"Departed";"LSZH";"Airbus A320";12
"139";"Austrian";"OS 175";2021-12-18 06:35:00;2021-12-18 06:51:00;"Departed";"EDDH";"Airbus A319";16
"140";"Austrian";"OS 151";2021-12-18 06:35:00;2021-12-18 06:34:00;"Departed";"EDDL";"Embraer EMB 195";-1
"141";"Austrian";"OS 371";2021-12-18 06:15:00;2021-12-18 06:42:00;"Departed";"EHAM";"Airbus A320";27
"142";"Austrian";"OS 351";2021-12-18 06:15:00;2021-12-18 06:27:00;"Departed";"EBBR";"Airbus A320-100/200";12
"143";"Austrian";"OS 121";2021-12-18 06:15:00;2021-12-18 06:32:00;"Departed";"EDDF";"Airbus A320-100/200";17
"144";"Austrian";"OS 411";2021-12-18 06:10:00;2021-12-18 07:28:00;"Departed";"LFPG";"Airbus A320-100/200";78
"145";"Austrian";"OS 111";2021-12-18 06:05:00;2021-12-18 06:15:00;"Departed";"EDDM";"Embraer 195";10
"146";"Austrian";"OS 451";2021-12-18 05:45:00;2021-12-18 05:52:00;"Departed";"EGLL";"Airbus A320";7
"147";"Austrian";"OS 25";2021-12-17 22:20:00;2021-12-17 22:25:00;"Departed";"VTBS";"Boeing 777-200";5
"148";"Austrian";"OS 679";2021-12-17 21:45:00;2021-12-17 22:02:00;"Departed";"UKDE";"Embraer 195";17
"149";"Austrian";"OS 975";2021-12-17 21:45:00;2021-12-17 21:54:00;"Departed";"LOWG";"Embraer EMB 195";9
"150";"Austrian";"OS 849";2021-12-17 21:40:00;2021-12-17 22:05:00;"Departed";"LATI";"Airbus A320";25
"151";"Austrian";"OS 641";2021-12-17 21:30:00;2021-12-17 21:48:00;"Departed";"UDYZ";"Airbus A320";18
"152";"Austrian";"OS 737";2021-12-17 21:10:00;2021-12-17 21:28:00;"Departed";"LYBE";"Embraer 195";18
"153";"Austrian";"OS 711";2021-12-17 21:05:00;2021-12-17 21:16:00;"Departed";"LKPR";"Embraer 195";11
"154";"Austrian";"OS 759";2021-12-17 20:55:00;2021-12-17 21:10:00;"Departed";"LQSA";"Embraer 195";15
"155";"Austrian";"OS 627";2021-12-17 20:45:00;2021-12-17 20:56:00;"Departed";"EPWA";"Embraer 195";11
