airline;number;scheduledTime;actualTime;status;arrivalAirport;aircraft
Lufthansa;LH 1536;1635615900.0;1635615900.0;Departed;UKLL;Airbus A319
Lufthansa;LH 360;1635615900.0;1635615900.0;Departed;EDDW;Embraer EMB 195
Lufthansa;LH 58;1635615900.0;1635615900.0;Departed;EDDV;Airbus A321-100/200
Lufthansa;LH 820;1635615900.0;1635615900.0;Departed;ESGG;Airbus A320-100/200
Lufthansa;LH 948;1635615900.0;1635615900.0;Departed;EGCC;Airbus A320-200 (Sharklets)
Lufthansa;LH 506;1635615600.0;1635615600.0;Departed;SBGR;Boeing 747-200
Lufthansa;LH 1402;1635615600.0;1635615600.0;Departed;LKPR;Airbus A320-200 (Sharklets)
Lufthansa;LH 778;1635616500.0;1635616500.0;Departed;WSSS;Airbus A340-300
Lufthansa;LH 572;1635617100.0;1635616500.0;Departed;FAOR;Boeing 747-8 Intercontinental
Lufthansa;LH 176;1635662700.0;1635662700.0;Departed;EDDB;Airbus A320
Lufthansa;LH 270;1635662700.0;1635662700.0;Departed;LIML;Airbus A319
Lufthansa;LH 1160;1635666000.0;1635663000.0;Departed;LEVC;Airbus A321-100/200
Lufthansa;LH 1074;1635663300.0;1635663300.0;Departed;LFLL;Airbus A320 NEO
Lufthansa;LH 1154;1635663300.0;1635663300.0;Departed;LEPA;Airbus A321-100/200
Lufthansa;LH 1546;1635663300.0;1635663300.0;Departed;LQSA;Airbus A319
Lufthansa;LH 1102;1635663600.0;1635663600.0;Departed;LOWS;Airbus A320-100/200
Lufthansa;LH 1458;1635663600.0;1635663600.0;Departed;LJLJ;Canadair CRJ 900NG
Lufthansa;LH 156;1635663600.0;1635663600.0;Departed;EDDP;Canadair CRJ 900NG
Lufthansa;LH 48;1635663600.0;1635663600.0;Departed;EDDV;Airbus A320-200 (Sharklets)
Lufthansa;LH 8;1635663600.0;1635663600.0;Departed;EDDH;Airbus A320-100/200
Lufthansa;LH 836;1635663600.0;1635663600.0;Departed;EKBI;Airbus A319
Lufthansa;LH 986;1635663600.0;1635663600.0;Departed;EHAM;Airbus A319
Lufthansa;LH 1366;1635663900.0;1635663900.0;Departed;EPKK;Airbus A320-200 (Sharklets)
Lufthansa;LH 246;1635663900.0;1635663900.0;Departed;LIMC;Embraer EMB 190
Lufthansa;LH 1530;1635664200.0;1635664200.0;Departed;LEPA;Airbus A321-100/200
Lufthansa;LH 62;1635664200.0;1635664200.0;Departed;EDDG;Canadair CRJ 900
Lufthansa;LH 98;1635664500.0;1635664500.0;Departed;EDDM;Airbus A320
Lufthansa;LH 1054;1635664800.0;1635664800.0;Departed;LFRS;Airbus A320-200 (Sharklets)
Lufthansa;LH 1202;1635664800.0;1635664800.0;Departed;LFSB;Canadair CRJ 900NG
Lufthansa;LH 352;1635663600.0;1635664800.0;Departed;EDDW;Embraer EMB 190
Lufthansa;LH 74;1635664800.0;1635664800.0;Departed;EDDL;Airbus A319
