"";"airline";"number";"scheduledTime";"actualTime";"status";"arrivalAirport";"aircraft";"diffMins"
"2697";"Lufthansa";"LH 1246";2021-11-05 20:50:00;2021-11-05 21:10:00;"Departed";"LOWW";"Airbus A320-100/200";20
"2698";"Lufthansa";"LH 1172";2021-11-05 19:45:00;2021-11-05 19:45:00;"Departed";"LPPT";"Airbus A321-100/200";0
"2699";"Lufthansa";"LH 1108";2021-11-05 20:30:00;2021-11-05 20:30:00;"Departed";"LOWS";"Embraer EMB 190";0
"2700";"Lufthansa";"LH 5768";2021-11-05 20:05:00;2021-11-05 20:05:00;"Departed";"LSGG";"Bombardier CS100";0
"2701";"Lufthansa";"LH 1266";2021-11-05 20:40:00;2021-11-05 20:40:00;"Departed";"LOWG";"Embraer EMB 190";0
"2702";"Lufthansa";"LH 1410";2021-11-05 20:50:00;2021-11-05 20:50:00;"Departed";"LYBE";"Airbus A320";0
"2703";"Lufthansa";"LH 1308";2021-11-05 20:55:00;2021-11-05 20:55:00;"Departed";"OLBA";"Airbus A321";0
"2704";"Lufthansa";"LH 506";2021-11-05 20:55:00;2021-11-05 20:45:00;"Departed";"SBGR";"Boeing 747-200";-10
"2705";"Lufthansa";"LH 796";2021-11-05 20:45:00;2021-11-05 20:45:00;"Departed";"VHHH";"Airbus A340-300";0
"2706";"Lufthansa";"LH 786";2021-11-05 20:50:00;2021-11-05 20:40:00;"Departed";"ZSQD";"Boeing 747-400";-10
